id,generation_time_seconds,iterations,n_entities_pinned
2287,1.855,6,11
2288,1.664,6,11
2289,1.351,6,10
2290,1.709,4,8
2291,1.125,6,8
2292,1.883,6,9
2293,1.865,4,7
2294,1.891,6,11
2295,1.713,6,12
2296,4.201,6,11
2297,1.217,6,12
2298,0.956,4,10
2299,1.64,6,10
2300,1.381,6,9
2301,1.387,6,9
2302,5.882,32,5
2303,4.013,6,11
2304,1.988,6,10
2305,0.909,4,7
2306,1.858,6,9
2307,6.159,33,8
2308,2.876,4,11
2309,1.708,6,7
2310,3.95,6,10
2311,1.114,4,11
2312,2.009,7,11
2313,1.831,6,8
2314,7.607,38,6
2315,4.574,25,6
2316,1.744,4,6
2317,1.35,4,10
2318,2.04,6,10
2319,0.794,4,9
2320,1.745,4,9
2321,1.839,6,7
2322,1.982,6,9
2323,0.897,4,9
2324,1.092,6,11
2325,2.623,6,7
2326,1.719,6,8
2327,3.744,6,11
2328,1.096,6,8
2329,0.731,4,10
2330,1.89,6,10
2331,1.365,6,9
2332,1.332,6,10
2333,5.566,28,2
2334,2.016,6,10
2335,1.098,4,10
2336,2.378,6,11
2337,2.044,6,12
2338,5.736,31,6
2339,1.123,6,8
2340,1.596,4,8
2341,6.628,35,10
2342,3.122,6,8
2343,1.447,6,9
2344,1.406,6,8
2345,2.584,4,9
2346,2.423,6,7
2347,1.88,6,10
2348,2.393,6,10
2349,0.965,4,10
2350,2.023,6,9
2351,3.215,4,8
2352,0.786,4,10
2353,1.858,6,8
2354,1.316,4,10
2355,1.137,4,9
2356,1.878,6,10
2357,1.827,6,9
2358,6.857,34,9
2359,6.803,34,9
2360,1.113,6,10
2361,3.534,6,10
2362,1.098,4,11
2363,2.807,6,8
2364,3.472,8,9
2365,2.628,6,7
2366,1.141,4,12
2367,1.575,4,8
2368,0.911,4,8
2369,4.801,12,12
2370,1.674,6,9
2371,1.329,6,12
2372,1.879,6,8
2373,1.859,6,10
2374,2.798,6,9
2375,1.401,6,10
2376,0.725,4,10
2377,0.906,4,11
2378,1.345,4,10
2379,0.878,4,9
2380,0.906,4,9
2381,6.562,33,8
2382,1.641,6,9
2383,1.875,6,10
2384,1.694,6,7
2385,3.292,18,8
2386,1.127,6,8
2387,1.975,6,9
2388,1.351,6,8
2389,1.858,6,9
2390,2.368,4,9
2391,1.837,6,9
2392,1.328,6,11
2393,1.386,6,8
2394,0.74,4,8
2395,1.568,4,11
2396,1.195,6,10
2397,0.798,4,9
2398,2.833,6,9
2399,1.341,4,12
2400,1.574,4,11
2401,2.04,6,8
2402,1.191,6,10
2403,1.687,6,10
2404,1.691,6,11
2405,1.332,6,11
2406,2.831,6,8
2407,1.193,6,10
2408,1.228,4,8
2409,3.807,6,9
2410,2.042,6,8
2411,1.651,6,8
2412,0.924,4,9
2413,1.665,6,8
2414,1.91,4,10
2415,1.209,6,8
2416,1.843,6,10
2417,2.615,6,10
2418,1.229,4,8
2419,1.2,6,10
2420,2.396,6,12
2421,3.77,20,9
2422,1.892,4,10
2423,0.88,4,8
2424,3.823,6,10
2425,2.417,6,8
2426,0.65,4,11
2427,1.4,6,5
2428,2.016,6,9
2429,1.878,6,10
2430,1.69,6,10
2431,1.236,4,11
2432,5.123,28,7
2433,1.192,6,11
2434,1.984,6,12
2435,3.106,6,10
2436,1.723,6,9
2437,1.829,6,10
2438,1.377,6,9
2439,1.709,6,12
2440,2.833,6,7
2441,1.706,6,11
2442,1.845,6,10
2443,1.646,6,9
2444,2.015,6,9
2445,1.132,6,10
2446,1.12,6,10
2447,1.105,4,8
2448,2.371,6,11
2449,1.873,6,8
2450,1.188,6,10
2451,2.016,6,12
2452,1.973,6,10
2453,1.127,4,10
2454,1.847,6,10
2455,0.886,4,10
2456,1.664,6,9
2457,1.666,6,9
2458,1.194,6,8
2459,1.693,6,10
2460,1.101,6,9
2461,0.923,4,9
2462,2.831,4,9
2463,1.995,6,9
2464,1.857,6,10
2465,1.859,6,7
2466,2.595,6,7
2467,1.692,6,8
2468,1.652,6,9
2469,2.027,6,7
2470,1.201,6,8
2471,1.836,6,9
2472,5.358,27,9
2473,1.759,4,7
2474,1.33,4,9
2475,2.397,6,11
2476,0.894,4,8
2477,0.903,4,9
2478,1.849,6,9
2479,2.641,6,10
2480,3.982,20,10
2481,1.689,6,8
2482,1.714,6,8
2483,0.891,4,8
2484,1.572,4,9
2485,2.158,7,10
2486,1.105,4,7
2487,0.937,4,10
2488,1.23,4,11
2489,1.387,6,11
2490,2.363,6,9
2491,3.861,6,13
2492,1.131,6,8
2493,1.439,6,9
2494,1.568,4,11
2495,1.205,6,8
2496,1.221,4,10
2497,2.048,6,11
2498,1.827,6,8
2499,1.572,4,11
2500,2.581,6,10
2501,2.576,6,10
2502,1.688,6,11
2503,1.091,6,8
2504,0.713,4,7
2505,2.77,6,9
2506,1.708,6,7
2507,1.715,6,10
2508,3.85,6,9
2509,1.364,4,10
2510,1.831,6,8
2511,1.228,4,8
2512,1.64,6,10
2513,1.386,6,11
2514,1.715,6,9
2515,4.443,22,8
2516,0.736,4,11
2517,2.812,6,8
2518,3.382,6,12
2519,2.066,4,12
2520,0.893,4,8
2521,1.244,4,10
2522,2.362,6,11
2523,1.563,4,10
2524,2.049,6,11
2525,4.364,24,8
2526,0.778,4,11
2527,1.13,4,11
2528,2.639,6,12
2529,2.02,6,9
2530,1.723,4,13
2531,1.44,6,12
2532,1.577,4,8
2533,1.097,4,9
2534,1.859,6,11
2535,0.793,4,9
2536,1.873,6,10
2537,5.122,28,10
2538,1.097,4,12
2539,7.223,36,8
2540,0.992,6,11
2541,1.332,4,10
2542,1.879,6,6
2543,1.354,6,11
2544,1.33,6,9
2545,2.918,6,8
2546,2.364,6,9
2547,4.192,6,11
2548,3.877,6,7
2549,0.741,4,10
2550,1.384,6,12
2551,1.39,5,11
2552,7.656,42,10
2553,1.594,4,9
2554,2.374,6,7
2555,2.764,6,9
2556,6.153,31,8
2557,1.694,6,9
2558,2.681,4,10
2559,3.09,6,10
2560,1.382,6,9
2561,1.352,4,8
2562,1.825,6,7
2563,1.106,4,7
2564,1.123,4,11
2565,2.645,6,10
2566,6.993,38,8
2567,2.586,6,12
2568,3.884,21,7
2569,1.237,4,7
2570,5.396,27,8
2571,1.406,6,9
2572,1.234,4,8
2573,1.351,6,10
2574,3.051,6,10
2575,5.021,25,9
2576,2.048,6,12
2577,0.926,4,9
2578,1.348,4,10
2579,1.845,6,10
2580,2.361,6,10
2581,1.445,6,10
2582,1.145,4,6
2583,1.206,6,10
2584,1.343,6,9
2585,1.882,4,10
2586,1.717,6,10
2587,2.388,6,8
2588,1.243,4,12
2589,2.28,4,7
2590,1.662,6,11
2591,3.372,6,9
2592,2.607,6,8
2593,1.726,4,11
2594,2.41,6,10
2595,1.205,6,6
2596,2.623,6,10
2597,2.038,4,11
2598,2.378,6,9
2599,1.105,6,10
2600,2.38,6,10
2601,1.997,6,8
2602,1.644,6,11
2603,1.861,6,11
2604,6.144,6,9
2605,0.961,4,10
2606,1.188,6,11
2607,1.217,4,10
2608,1.971,6,8
2609,1.141,4,9
2610,2.373,6,9
2611,3.805,6,7
2612,1.235,4,11
2613,1.966,6,11
2614,1.656,6,11
2615,5.763,29,10
2616,2.602,6,9
2617,2.424,6,9
2618,1.333,6,10
2619,2.03,6,9
2620,1.377,6,9
2621,1.122,4,9
2622,2.587,6,9
2623,2.495,4,9
2624,1.714,6,9
2625,1.195,6,8
2626,1.867,6,9
2627,0.789,4,10
2628,1.103,6,9
2629,1.824,6,9
2630,2.068,4,9
2631,2.587,6,10
2632,2.782,6,10
2633,1.663,6,8
2634,6.584,33,10
2635,1.878,6,9
2636,2.014,6,7
2637,3.933,6,10
2638,1.364,4,8
2639,1.133,6,10
2640,5.832,32,3
2641,1.86,4,10
2642,1.903,4,9
2643,2.415,6,9
2644,1.399,6,9
2645,1.87,6,10
2646,5.153,26,6
2647,1.673,6,9
2648,1.435,6,10
2649,1.235,4,9
2650,1.234,4,11
2651,1.37,6,14
2652,1.755,4,11
2653,1.86,6,7
2654,1.857,6,11
2655,1.198,6,10
2656,2.568,6,9
2657,8.293,45,10
2658,1.402,6,10
2659,1.403,6,10
2660,6.692,36,9
2661,1.112,4,10
2662,1.189,6,12
2663,1.728,4,10
2664,1.203,6,11
2665,1.445,6,9
2666,1.64,6,12
2667,1.34,6,9
2668,1.252,4,9
2669,2.371,6,8
2670,0.723,4,11
2671,1.2,6,9
2672,1.677,6,8
2673,1.242,4,10
2674,2.381,6,10
2675,1.386,6,10
2676,6.233,31,9
2677,3.374,17,5
2678,1.207,6,7
2679,1.196,6,9
2680,0.933,4,12
2681,2.299,4,7
2682,3.157,11,11
2683,1.972,6,13
2684,1.86,6,9
2685,1.596,4,11
2686,1.13,6,9
2687,1.208,6,8
2688,1.197,6,7
2689,1.698,6,10
2690,4.188,6,9
2691,1.87,6,11
2692,1.827,6,9
2693,1.387,6,9
2694,1.866,6,9
2695,0.718,4,8
2696,1.653,6,10
2697,3.372,6,9
2698,5.961,30,6
2699,1.202,6,9
2700,2.017,6,10
2701,2.783,6,8
2702,1.304,4,9
2703,2.041,6,9
2704,1.843,6,9
2705,0.928,4,11
2706,1.59,4,11
2707,1.356,4,10
2708,1.223,4,10
2709,3.666,4,7
2710,1.982,6,10
2711,1.395,6,11
2712,1.398,6,9
2713,1.362,6,9
2714,0.791,4,10
2715,5.768,29,9
2716,1.225,4,9
2717,0.916,4,11
2718,2.039,6,13
2719,0.938,4,12
2720,1.19,6,9
2721,2.364,6,11
2722,2.376,4,9
2723,1.362,6,10
2724,2.011,6,10
2725,0.934,4,8
2726,1.701,6,7
2727,1.323,6,8
2728,3.033,6,9
2729,1.108,6,10
2730,1.379,7,10
2731,1.713,6,8
2732,1.388,6,8
2733,1.2,6,8
2734,2.778,6,9
2735,1.862,6,10
2736,1.865,6,13
2737,1.345,6,8
2738,1.877,6,11
2739,1.364,6,11
2740,1.858,6,11
2741,1.713,6,10
2742,2.357,6,12
2743,1.669,6,8
2744,2.393,6,11
2745,2.563,6,10
2746,0.883,4,8
2747,2.829,6,12
2748,2.425,6,8
2749,1.344,6,10
2750,1.375,6,9
2751,1.442,6,13
2752,1.323,6,13
2753,0.926,4,12
2754,5.667,29,10
2755,1.961,6,8
2756,1.998,6,12
2757,1.642,6,11
2758,1.131,6,10
2759,1.334,6,11
2760,1.192,6,11
2761,3.579,6,9
2762,1.128,6,11
2763,0.906,4,9
2764,1.207,6,9
2765,1.868,6,10
2766,1.143,4,8
2767,2.615,6,11
2768,1.096,4,11
2769,1.643,6,11
2770,1.651,6,10
2771,1.214,6,12
2772,3.526,19,4
2773,1.433,6,10
2774,1.717,4,9
2775,2.56,6,9
2776,1.231,4,9
2777,1.202,6,11
2778,1.202,6,8
2779,5.452,27,9
2780,0.79,4,7
2781,1.845,6,11
2782,1.359,6,11
2783,2.576,6,7
2784,3.095,6,10
2785,1.129,6,9
2786,0.888,4,7
2787,1.881,6,8
2788,2.389,6,10
2789,1.39,6,8
2790,3.934,21,8
2791,1.655,6,10
2792,3.536,6,8
2793,0.78,4,8
2794,1.869,6,10
2795,1.394,6,9
2796,1.709,4,10
2797,1.892,6,11
2798,1.839,6,11
2799,5.442,27,12
2800,2.34,6,9
2801,1.21,6,10
2802,2.822,6,9
2803,1.143,4,8
2804,0.891,4,10
2805,1.434,6,8
2806,1.874,6,8
2807,1.703,6,9
2808,2.821,6,7
2809,1.872,6,10
2810,2.019,6,9
2811,12.887,64,8
2812,1.668,6,9
2813,6.323,34,4
2814,4.404,22,6
2815,1.692,6,11
2816,0.881,4,10
2817,0.937,4,10
2818,1.142,4,9
2819,1.984,6,6
2820,5.763,29,7
2821,1.646,6,9
2822,0.896,4,3
2823,3.629,6,9
2824,7.261,36,7
2825,1.376,6,10
2826,1.32,6,7
2827,1.349,6,10
2828,1.378,6,10
2829,3.781,6,10
2830,1.446,6,11
2831,2.644,6,10
2832,1.708,6,13
2833,0.91,4,10
2834,1.124,6,10
2835,2.791,6,8
2836,0.924,4,11
2837,0.783,4,10
2838,1.72,6,10
2839,1.106,6,9
2840,2.049,6,9
2841,0.94,4,9
2842,0.797,4,10
2843,1.694,6,8
2844,2.366,6,11
2845,1.876,6,10
2846,0.78,4,10
2847,1.133,4,13
2848,1.398,6,9
2849,1.131,4,9
2850,2.065,4,8
2851,0.791,4,10
2852,1.377,6,9
2853,0.777,4,8
2854,1.096,4,8
2855,1.672,6,9
2856,1.375,6,9
2857,1.379,6,10
2858,1.667,6,14
2859,1.721,4,12
2860,2.601,6,9
2861,1.404,6,11
2862,2.614,6,10
2863,1.823,6,9
2864,2.528,4,9
2865,1.106,6,5
2866,1.215,6,11
2867,3.413,17,11
2868,2.418,6,9
2869,2.037,6,10
2870,5.101,6,6
2871,1.839,6,11
2872,1.97,6,8
2873,5.815,31,11
2874,1.741,4,9
2875,1.311,4,11
2876,3.811,6,11
2877,1.224,4,13
2878,1.867,6,11
2879,1.817,6,10
2880,1.902,4,10
2881,0.873,4,10
2882,1.649,6,11
2883,1.199,6,4
2884,1.145,4,9
2885,1.713,6,9
2886,1.819,6,10
2887,1.138,4,9
2888,1.113,6,11
2889,1.69,6,9
2890,1.205,6,12
2891,2.369,6,7
2892,6.924,35,8
2893,2.857,6,9
2894,0.908,4,8
2895,1.401,6,8
2896,1.208,6,7
2897,0.889,4,11
2898,1.887,6,10
2899,5.64,28,11
2900,3.702,6,10
2901,1.864,6,11
2902,1.748,4,10
2903,0.913,4,10
2904,2.37,4,10
2905,1.847,6,10
2906,1.109,4,13
2907,2.806,7,10
2908,0.906,4,8
2909,1.887,6,9
2910,1.123,6,11
2911,2.421,6,11
2912,1.88,6,13
2913,2.553,4,11
2914,0.941,4,11
2915,1.716,6,11
2916,1.716,6,9
2917,1.878,6,10
2918,5.187,28,10
2919,1.403,6,12
2920,1.198,6,10
2921,1.142,4,9
2922,0.89,4,6
2923,0.881,4,9
2924,1.838,6,11
2925,0.734,4,13
2926,1.657,6,9
2927,7.314,37,9
2928,1.446,6,9
2929,2.043,6,8
2930,1.871,6,8
2931,3.938,6,9
2932,1.444,6,11
2933,1.713,6,10
2934,1.829,6,10
2935,1.856,6,10
2936,1.342,6,13
2937,2.282,8,11
2938,1.364,6,10
2939,1.362,4,11
2940,0.783,4,7
2941,1.852,4,7
2942,2.603,6,10
2943,0.88,4,9
2944,1.75,4,7
2945,2.495,4,10
2946,1.695,6,10
2947,1.404,6,12
2948,1.718,6,9
2949,1.711,6,12
2950,0.898,4,11
2951,2.022,6,9
2952,2.834,6,9
2953,0.725,4,10
2954,1.431,6,10
2955,1.658,6,8
2956,2.388,6,10
2957,1.117,4,12
2958,1.334,4,8
2959,1.211,6,10
2960,1.639,6,10
2961,6.258,31,10
2962,1.838,6,11
2963,1.119,6,6
2964,1.961,6,12
2965,1.85,6,10
2966,2.587,6,11
2967,0.794,4,11
2968,1.712,6,9
2969,2.423,6,8
2970,6.423,34,7
2971,2.907,6,11
2972,1.096,6,11
2973,1.72,6,9
2974,2.602,6,10
2975,1.115,6,8
2976,1.661,6,10
2977,1.964,6,10
2978,1.098,6,11
2979,1.852,6,12
2980,1.402,6,11
2981,2.626,6,7
2982,1.65,6,9
2983,3.814,6,11
2984,1.758,4,10
2985,1.11,4,11
2986,1.385,6,9
2987,4.223,21,6
2988,1.392,6,10
2989,1.694,6,10
2990,1.663,6,8
2991,2.829,6,11
2992,2.354,4,10
2993,0.888,4,8
2994,1.121,6,6
2995,1.198,6,10
2996,1.586,4,10
2997,1.666,6,9
2998,1.385,6,9
2999,3.524,6,11
3000,1.104,6,7
3001,1.849,6,9
3002,1.989,6,9
3003,1.702,4,10
3004,1.35,4,12
3005,3.449,6,8
3006,1.83,6,12
3007,2.353,6,10
3008,1.404,6,8
3009,1.13,6,10
3010,2.366,4,9
3011,1.693,6,6
3012,1.672,6,10
3013,2.366,6,12
3014,1.144,4,12
3015,2.417,6,10
3016,2.589,6,11
3017,3.516,6,8
3018,1.243,4,9
3019,2.364,6,9
3020,1.883,6,7
3021,1.44,6,9
3022,2.031,6,8
3023,3.541,6,9
3024,1.23,4,11
3025,1.188,6,10
3026,1.24,4,10
3027,1.437,6,11
3028,0.724,4,9
3029,1.828,6,10
3030,1.19,6,10
3031,5.454,29,10
3032,1.971,6,8
3033,0.782,4,4
3034,1.096,6,8
3035,5.702,31,10
3036,1.89,6,11
3037,1.381,6,11
3038,1.988,6,10
3039,1.665,6,10
3040,1.71,6,13
3041,6.792,34,10
3042,0.795,4,4
3043,1.129,4,12
3044,1.352,4,9
3045,1.921,4,8
3046,2.05,6,6
3047,4.803,24,9
3048,1.712,6,7
3049,4.804,24,8
3050,0.923,4,7
3051,2.373,6,10
3052,1.143,4,9
3053,1.402,6,9
3054,1.96,6,13
3055,1.867,6,11
3056,1.642,6,7
3057,2.007,6,10
3058,1.19,6,9
3059,0.955,4,9
3060,4.135,22,10
3061,1.392,6,10
3062,1.385,6,7
3063,1.968,6,10
3064,1.399,6,11
3065,1.144,4,8
3066,1.232,4,11
3067,1.863,6,10
3068,1.226,4,10
3069,0.992,6,11
3070,1.319,4,9
3071,8.742,47,9
3072,1.387,6,11
3073,1.855,6,7
3074,0.966,4,10
3075,1.249,4,7
3076,3.774,6,8
3077,1.654,6,9
3078,1.392,6,10
3079,1.825,6,11
3080,1.098,6,7
3081,0.735,4,11
3082,2.711,4,10
3083,5.645,28,10
3084,1.327,4,11
3085,1.191,6,11
3086,1.188,6,10
3087,1.707,6,9
3088,1.128,6,12
3089,1.198,6,10
3090,1.146,4,8
3091,2.38,6,9
3092,0.744,4,8
3093,0.788,4,10
3094,1.108,4,10
3095,1.121,6,11
3096,0.789,4,6
3097,0.908,4,12
3098,1.991,6,11
3099,1.993,6,8
3100,3.708,6,9
3101,2.032,6,9
3102,1.139,4,8
3103,1.858,6,10
3104,3.329,6,11
3105,1.142,4,10
3106,1.096,6,8
3107,4.055,6,8
3108,3.719,6,11
3109,4.243,6,9
3110,4.254,21,10
3111,1.24,4,6
3112,1.72,6,9
3113,1.379,6,10
3114,2.023,6,11
3115,1.093,4,12
3116,1.975,6,8
3117,1.348,4,12
3118,1.717,6,9
3119,1.35,6,10
3120,2.652,6,9
3121,2.648,6,9
3122,0.885,4,8
3123,3.768,6,12
3124,5.667,31,10
3125,1.211,6,9
3126,1.124,6,10
3127,2.757,6,10
3128,2.041,11,9
3129,1.214,4,8
3130,2.407,6,10
3131,1.206,6,4
3132,0.897,4,11
3133,1.22,4,10
3134,1.715,6,10
3135,5.744,29,11
3136,5.989,32,6
3137,1.196,6,9
3138,0.914,4,11
3139,1.332,6,11
3140,1.562,4,7
3141,1.194,6,11
3142,5.184,6,7
3143,1.698,6,8
3144,1.355,4,8
3145,0.921,4,8
3146,2.353,6,8
3147,1.867,4,8
3148,2.032,6,7
3149,1.887,6,10
3150,1.188,6,10
3151,2.638,6,8
3152,0.729,4,9
3153,4.094,6,10
3154,1.329,4,9
3155,1.097,6,11
3156,1.665,6,9
3157,1.88,6,8
3158,1.348,6,9
3159,0.737,4,9
3160,0.742,4,8
3161,1.349,4,8
3162,3.053,6,10
3163,2.776,6,10
3164,3.036,6,11
3165,1.691,6,10
3166,8.055,40,11
3167,1.82,6,7
3168,1.212,6,12
3169,1.34,4,9
3170,0.716,4,10
3171,2.271,8,11
3172,1.358,4,6
3173,1.882,6,10
3174,1.387,6,9
3175,1.341,6,10
3176,1.705,6,11
3177,7.467,41,8
3178,1.832,6,9
3179,1.664,6,9
3180,2.875,4,9
3181,2.39,6,9
3182,1.258,4,11
3183,6.985,35,8
3184,1.845,6,10
3185,2.008,6,9
3186,2.774,6,9
3187,1.127,6,10
3188,2.567,6,8
3189,1.133,6,10
3190,3.522,6,10
3191,2.346,4,10
3192,0.715,4,11
3193,2.595,4,9
3194,1.968,6,10
3195,0.733,4,10
3196,1.091,6,8
3197,1.891,6,10
3198,1.217,6,9
3199,1.193,6,9
3200,2.068,4,10
3201,1.845,6,11
3202,1.654,6,11
3203,0.902,4,7
3204,0.932,4,7
3205,1.404,6,10
3206,1.857,6,9
3207,1.708,6,7
3208,1.2,6,11
3209,2.594,6,9
3210,0.712,4,4
3211,1.362,6,10
3212,0.991,6,7
3213,5.14,28,10
3214,0.959,4,10
3215,2.405,6,11
3216,1.37,6,9
3217,0.884,4,9
3218,1.103,6,7
3219,1.655,6,9
3220,1.139,4,12
3221,6.057,30,9
3222,1.7,6,9
3223,2.643,6,10
3224,1.369,6,7
3225,1.66,6,10
3226,1.674,6,8
3227,1.984,6,7
3228,1.392,6,8
3229,4.246,6,8
3230,4.42,22,7
3231,0.906,4,6
3232,2.603,6,13
3233,1.716,6,11
3234,2.397,6,7
3235,5.853,32,10
3236,1.352,6,10
3237,2.028,6,12
3238,1.258,4,8
3239,2.765,6,11
3240,1.581,4,10
3241,1.679,6,10
3242,1.398,6,7
3243,1.364,6,11
3244,0.722,4,10
3245,3.056,6,8
3246,0.913,4,9
3247,1.111,4,11
3248,1.708,6,11
3249,1.192,6,10
3250,1.705,6,9
3251,6.726,36,11
3252,5.055,27,4
3253,2.371,6,9
3254,2.815,6,11
3255,1.103,4,10
3256,1.738,4,9
3257,1.138,4,8
3258,1.87,6,9
3259,1.122,6,10
3260,0.935,4,10
3261,1.38,6,11
3262,2.603,6,8
3263,2.021,6,9
3264,1.878,6,13
3265,1.696,6,9
3266,3.737,20,7
3267,1.201,6,7
3268,1.36,4,12
3269,2.78,6,8
3270,1.116,6,12
3271,2.602,6,9
3272,2.354,6,8
3273,1.407,6,11
3274,8.323,41,11
3275,1.874,6,11
3276,2.585,6,10
3277,2.847,6,8
3278,1.216,6,11
3279,0.732,4,8
3280,1.306,4,9
3281,1.711,6,10
3282,1.431,6,11
3283,1.212,6,7
3284,1.646,6,9
3285,1.716,6,11
3286,0.965,4,10
3287,1.991,6,9
3288,6.343,32,9
3289,1.198,6,11
3290,2.014,6,9
3291,6.039,30,11
3292,2.305,4,10
3293,1.44,6,10
3294,2.403,6,9
3295,0.721,4,10
3296,2.023,6,11
3297,2.042,6,10
3298,1.85,6,11
3299,2.08,4,7
3300,1.673,6,10
3301,2.007,6,10
3302,0.874,4,9
3303,1.227,4,8
3304,1.995,6,9
3305,2.615,6,11
3306,2.884,6,8
3307,0.782,4,9
3308,3.951,6,10
3309,1.213,6,8
3310,1.709,6,10
3311,1.386,6,9
3312,2.807,6,8
3313,2.394,6,10
3314,2.594,6,8
3315,5.442,30,9
3316,2.765,4,10
3317,1.999,6,12
3318,2.042,6,12
3319,11.057,55,9
3320,1.709,6,10
3321,1.449,6,9
3322,1.726,6,9
3323,0.783,4,10
3324,0.735,4,9
3325,1.955,6,8
3326,1.348,6,10
3327,1.634,6,11
3328,1.377,6,11
3329,1.584,4,6
3330,1.443,6,9
3331,1.707,6,9
3332,2.601,6,8
3333,1.137,4,7
3334,1.247,4,9
3335,1.345,4,10
3336,1.576,4,11
3337,2.447,4,10
3338,0.922,4,8
3339,1.221,4,9
3340,1.096,6,9
3341,1.853,6,9
3342,2.372,6,9
3343,1.148,4,7
3344,1.721,6,9
3345,1.611,4,9
3346,3.542,6,7
3347,1.399,6,10
3348,5.784,6,11
3349,0.741,4,10
3350,1.384,6,8
3351,1.882,4,10
3352,2.354,6,9
3353,5.079,6,10
3354,0.793,4,9
3355,1.395,6,11
3356,0.717,4,7
3357,1.192,6,8
3358,4.828,26,8
3359,1.121,4,7
3360,2.641,6,9
3361,1.243,4,8
3362,0.731,4,5
3363,1.361,4,10
3364,2.578,4,10
3365,1.368,6,8
3366,1.848,6,7
3367,1.724,4,9
3368,1.714,4,8
3369,1.379,6,11
3370,3.356,6,12
3371,1.133,4,9
3372,1.1,4,10
3373,5.279,26,9
3374,1.447,6,10
3375,0.716,4,8
3376,1.126,4,11
3377,1.597,4,7
3378,1.711,6,12
3379,1.091,6,8
3380,0.935,4,12
3381,1.74,4,10
3382,1.741,4,8
3383,1.666,6,9
3384,2.355,6,8
3385,0.714,4,11
3386,1.709,6,7
3387,1.352,6,7
3388,1.117,6,11
3389,1.209,6,10
3390,1.966,6,9
3391,0.792,4,7
3392,1.307,4,9
3393,1.372,6,11
3394,0.728,4,8
3395,2.104,4,9
