id,generation_time_seconds,diffusion_steps,n_entities_pinned
2283,11.864,64,11
2284,38.096,64,11
2285,25.767,64,10
2286,16.882,64,9
2287,18.945,64,11
2288,16.979,64,8
2289,13.693,64,9
2290,25.573,64,7
2291,11.946,64,9
2292,18.948,64,8
2293,26.068,64,8
2294,18.505,64,10
2295,17.486,64,11
2296,40.597,64,11
2297,13.158,64,12
2298,14.082,64,10
2299,16.848,64,10
2300,14.061,64,10
2301,13.989,64,9
2302,8.975,64,5
2303,37.74,64,12
2304,18.669,64,9
2305,13.606,64,7
2306,19.065,64,9
2307,9.106,64,8
2308,40.582,64,13
2309,17.33,64,7
2310,40.395,64,9
2311,16.954,64,11
2312,17.557,64,10
2313,18.655,64,9
2314,7.951,64,6
2315,8.976,64,6
2316,26.185,64,6
2317,20.476,64,10
2318,20.368,64,11
2319,13.139,64,9
2320,25.729,64,9
2321,17.594,64,7
2322,20.019,64,9
2323,13.523,64,10
2324,9.714,64,9
2325,25.866,64,7
2326,17.591,64,10
2327,36.854,64,11
2328,9.813,64,9
2329,11.941,64,8
2330,18.526,64,11
2331,13.802,64,9
2332,13.485,64,10
2333,7.891,64,2
2334,20.373,64,10
2335,16.881,64,8
2336,23.76,64,12
2337,20.539,64,11
2338,9.125,64,6
2339,12.125,64,9
2340,23.994,64,8
2341,9.306,64,10
2342,29.656,64,7
2343,14.228,64,8
2344,14.154,64,8
2345,37.131,64,11
2346,25.609,64,8
2347,18.81,64,12
2348,23.787,64,10
2349,13.99,64,10
2350,20.442,64,7
2351,44.99,64,9
2352,13.08,64,9
2353,18.907,64,8
2354,20.125,64,9
2355,17.386,64,7
2356,18.395,64,8
2357,18.723,64,10
2358,11.785,64,9
2359,9.583,64,9
2360,11.951,64,10
2361,33.281,64,10
2362,14.122,64,11
2363,26.211,64,8
2364,25.804,64,9
2365,25.797,64,8
2366,17.228,64,13
2367,23.443,64,8
2368,13.821,64,8
2369,23.936,64,12
2370,16.964,64,6
2371,13.47,64,12
2372,18.625,64,7
2373,18.981,64,9
2374,26.224,64,9
2375,14.068,64,10
2376,11.935,64,9
2377,13.813,64,11
2378,20.297,64,9
2379,13.513,64,9
2380,13.749,64,9
2381,9.419,64,8
2382,14.165,64,9
2383,18.368,64,10
2384,17.281,64,7
2385,9.056,64,8
2386,12.071,64,8
2387,20.064,64,8
2388,13.629,64,9
2389,18.869,64,9
2390,34.238,64,9
2391,18.71,64,8
2392,13.214,64,11
2393,14.055,64,10
2394,12.117,64,9
2395,20.487,64,10
2396,12.883,64,11
2397,13.2,64,9
2398,27.062,64,9
2399,20.446,64,10
2400,23.627,64,10
2401,23.554,64,7
2402,12.945,64,10
2403,17.097,64,10
2404,17.288,64,11
2405,13.036,64,11
2406,27.533,64,7
2407,12.954,64,10
2408,18.825,64,9
2409,35.396,64,8
2410,20.315,64,9
2411,14.261,64,10
2412,13.921,64,8
2413,16.959,64,9
2414,27.425,64,10
2415,13.058,64,8
2416,18.722,64,10
2417,26.153,64,10
2418,18.691,64,8
2419,12.137,64,10
2420,23.757,64,12
2421,9.173,64,10
2422,27.517,64,10
2423,13.47,64,9
2424,37.483,64,9
2425,24.107,64,7
2426,9.762,64,11
2427,14.095,64,5
2428,20.464,64,8
2429,18.555,64,12
2430,17.153,64,10
2431,18.715,64,10
2432,8.94,64,8
2433,12.146,64,11
2434,20.024,64,10
2435,29.576,64,11
2436,17.504,64,9
2437,17.602,64,11
2438,13.745,64,10
2439,17.48,64,12
2440,27.408,64,7
2441,17.24,64,10
2442,18.63,64,10
2443,14.188,64,9
2444,20.229,64,9
2445,12.093,64,10
2446,11.923,64,10
2447,14.199,64,9
2448,23.652,64,10
2449,18.548,64,8
2450,12.861,64,11
2451,20.41,64,11
2452,20.12,64,11
2453,17.337,64,12
2454,19.002,64,10
2455,13.547,64,9
2456,17.079,64,8
2457,14.243,64,10
2458,12.099,64,9
2459,17.124,64,11
2460,11.884,64,9
2461,14.016,64,8
2462,40.835,64,9
2463,20.164,64,11
2464,18.857,64,10
2465,18.607,64,7
2466,25.574,64,7
2467,17.189,64,7
2468,16.964,64,8
2469,20.45,64,6
2470,13.079,64,7
2471,17.672,64,9
2472,9.439,64,11
2473,26.019,64,6
2474,20.216,64,8
2475,24.022,64,10
2476,13.657,64,9
2477,13.749,64,8
2478,18.902,64,6
2479,26.02,64,9
2480,7.866,64,10
2481,17.256,64,9
2482,18.709,64,9
2483,13.052,64,8
2484,23.652,64,8
2485,19.037,64,10
2486,17.117,64,9
2487,14.258,64,9
2488,18.778,64,9
2489,13.952,64,11
2490,23.583,64,8
2491,37.092,64,12
2492,12.178,64,8
2493,14.057,64,8
2494,23.547,64,11
2495,13.2,64,8
2496,17.619,64,10
2497,20.496,64,10
2498,18.671,64,9
2499,23.687,64,13
2500,24.121,64,11
2501,24.145,64,10
2502,17.387,64,10
2503,11.904,64,7
2504,9.733,64,7
2505,26.159,64,10
2506,17.347,64,7
2507,17.567,64,10
2508,36.826,64,7
2509,20.536,64,11
2510,18.834,64,9
2511,18.517,64,9
2512,16.883,64,9
2513,13.944,64,11
2514,17.36,64,9
2515,9.624,64,8
2516,12.095,64,12
2517,26.959,64,8
2518,29.768,64,12
2519,29.385,64,12
2520,13.425,64,9
2521,19.033,64,9
2522,23.493,64,11
2523,23.497,64,10
2524,20.57,64,11
2525,8.038,64,8
2526,12.144,64,11
2527,17.352,64,11
2528,26.054,64,13
2529,20.317,64,10
2530,25.567,64,12
2531,14.162,64,12
2532,23.694,64,8
2533,16.915,64,9
2534,18.439,64,10
2535,13.036,64,10
2536,18.414,64,10
2537,9.019,64,10
2538,16.953,64,13
2539,7.921,64,8
2540,9.763,64,10
2541,20.176,64,11
2542,18.466,64,10
2543,13.756,64,11
2544,13.448,64,9
2545,27.667,64,8
2546,23.82,64,8
2547,39.353,64,12
2548,38.062,64,7
2549,12.068,64,10
2550,13.915,64,12
2551,17.214,64,11
2552,8.073,64,10
2553,23.795,64,10
2554,23.638,64,6
2555,27.093,64,6
2556,9.445,64,8
2557,17.138,64,9
2558,37.409,64,11
2559,29.432,64,10
2560,14.05,64,9
2561,20.211,64,7
2562,17.53,64,8
2563,16.921,64,6
2564,17.063,64,10
2565,26.139,64,11
2566,9.177,64,8
2567,24.218,64,13
2568,8.981,64,8
2569,18.608,64,8
2570,9.522,64,8
2571,13.886,64,9
2572,18.725,64,9
2573,13.5,64,8
2574,29.008,64,10
2575,9.673,64,9
2576,23.55,64,11
2577,14.008,64,6
2578,20.451,64,12
2579,18.452,64,10
2580,23.628,64,13
2581,16.818,64,10
2582,17.494,64,7
2583,13.133,64,10
2584,13.537,64,10
2585,27.205,64,10
2586,17.572,64,10
2587,23.826,64,7
2588,18.388,64,11
2589,33.283,64,8
2590,16.801,64,12
2591,35.267,64,8
2592,25.567,64,7
2593,24.063,64,11
2594,23.859,64,10
2595,13.035,64,6
2596,25.907,64,11
2597,29.278,64,11
2598,23.962,64,8
2599,11.808,64,9
2600,23.835,64,10
2601,20.05,64,8
2602,17.014,64,10
2603,19.0,64,10
2604,58.137,64,9
2605,14.151,64,10
2606,13.009,64,11
2607,17.454,64,10
2608,20.203,64,9
2609,17.474,64,8
2610,23.705,64,9
2611,37.113,64,7
2612,18.857,64,9
2613,20.084,64,11
2614,16.934,64,11
2615,9.502,64,10
2616,25.803,64,9
2617,25.509,64,8
2618,13.539,64,10
2619,20.429,64,7
2620,13.917,64,10
2621,17.217,64,10
2622,25.718,64,8
2623,35.334,64,9
2624,17.431,64,10
2625,12.937,64,9
2626,19.061,64,10
2627,13.111,64,9
2628,11.964,64,9
2629,18.658,64,8
2630,29.743,64,8
2631,24.165,64,11
2632,26.898,64,10
2633,17.002,64,9
2634,9.564,64,10
2635,18.499,64,9
2636,20.66,64,7
2637,37.573,64,8
2638,20.511,64,9
2639,12.19,64,10
2640,8.064,64,3
2641,27.265,64,10
2642,26.944,64,8
2643,23.934,64,9
2644,14.051,64,9
2645,19.04,64,9
2646,7.708,64,6
2647,16.979,64,8
2648,14.169,64,10
2649,18.42,64,9
2650,18.988,64,9
2651,13.866,64,13
2652,26.168,64,10
2653,19.073,64,7
2654,18.388,64,10
2655,12.862,64,10
2656,24.132,64,9
2657,9.085,64,10
2658,14.072,64,10
2659,14.06,64,10
2660,9.196,64,9
2661,14.266,64,8
2662,12.888,64,12
2663,25.576,64,10
2664,13.074,64,11
2665,14.233,64,9
2666,14.115,64,11
2667,13.532,64,9
2668,18.369,64,9
2669,23.663,64,9
2670,9.818,64,11
2671,13.027,64,11
2672,17.095,64,7
2673,19.014,64,9
2674,23.803,64,9
2675,13.987,64,9
2676,9.623,64,9
2677,7.921,64,5
2678,13.046,64,7
2679,12.935,64,9
2680,14.038,64,12
2681,33.293,64,7
2682,17.565,64,11
2683,20.014,64,13
2684,18.374,64,9
2685,23.854,64,11
2686,12.098,64,8
2687,13.108,64,8
2688,12.141,64,7
2689,17.104,64,11
2690,40.839,64,9
2691,18.43,64,12
2692,17.549,64,9
2693,13.946,64,9
2694,18.405,64,6
2695,9.734,64,9
2696,16.844,64,9
2697,33.667,64,6
2698,9.343,64,6
2699,12.857,64,9
2700,20.372,64,9
2701,26.957,64,9
2702,18.668,64,9
2703,20.464,64,10
2704,18.882,64,9
2705,14.058,64,11
2706,23.885,64,11
2707,20.427,64,10
2708,18.644,64,10
2709,50.673,64,7
2710,20.146,64,9
2711,13.93,64,10
2712,13.977,64,11
2713,13.764,64,10
2714,13.042,64,9
2715,9.319,64,9
2716,18.836,64,12
2717,13.802,64,11
2718,20.467,64,12
2719,14.161,64,11
2720,13.0,64,9
2721,23.657,64,11
2722,35.214,64,10
2723,13.732,64,10
2724,20.309,64,10
2725,13.959,64,8
2726,17.382,64,7
2727,13.462,64,8
2728,27.523,64,8
2729,11.919,64,11
2730,12.988,64,10
2731,18.809,64,7
2732,14.04,64,7
2733,13.081,64,8
2734,27.182,64,9
2735,19.978,64,13
2736,19.089,64,14
2737,13.621,64,8
2738,18.549,64,12
2739,13.77,64,11
2740,18.761,64,10
2741,17.478,64,11
2742,23.552,64,11
2743,16.998,64,8
2744,23.751,64,11
2745,25.58,64,10
2746,13.071,64,8
2747,27.375,64,12
2748,24.055,64,7
2749,13.626,64,11
2750,13.852,64,9
2751,14.183,64,14
2752,13.605,64,11
2753,14.037,64,11
2754,7.653,64,10
2755,20.365,64,7
2756,20.338,64,12
2757,14.234,64,10
2758,12.162,64,10
2759,13.042,64,11
2760,12.905,64,11
2761,35.359,64,9
2762,12.14,64,12
2763,13.848,64,9
2764,13.212,64,9
2765,18.888,64,10
2766,17.458,64,8
2767,25.948,64,11
2768,14.171,64,11
2769,16.847,64,11
2770,16.804,64,10
2771,13.02,64,12
2772,7.53,64,4
2773,14.078,64,9
2774,25.548,64,11
2775,25.483,64,9
2776,18.962,64,8
2777,13.181,64,11
2778,12.996,64,7
2779,9.773,64,9
2780,9.648,64,7
2781,18.899,64,11
2782,13.786,64,11
2783,25.66,64,7
2784,27.594,64,10
2785,12.144,64,9
2786,13.443,64,9
2787,19.131,64,10
2788,24.097,64,9
2789,14.05,64,8
2790,7.59,64,8
2791,17.055,64,10
2792,35.011,64,6
2793,13.026,64,8
2794,19.959,64,9
2795,13.992,64,9
2796,24.113,64,10
2797,18.629,64,11
2798,18.671,64,10
2799,9.742,64,11
2800,20.697,64,9
2801,13.125,64,11
2802,27.417,64,9
2803,17.583,64,10
2804,13.545,64,10
2805,14.144,64,9
2806,18.492,64,9
2807,17.367,64,9
2808,27.33,64,7
2809,18.53,64,11
2810,20.181,64,10
2811,11.819,64,8
2812,17.018,64,9
2813,9.084,64,4
2814,8.044,64,6
2815,17.262,64,10
2816,13.474,64,9
2817,16.852,64,10
2818,17.565,64,13
2819,18.604,64,6
2820,9.397,64,7
2821,14.143,64,10
2822,13.565,64,3
2823,35.278,64,8
2824,7.91,64,7
2825,13.931,64,9
2826,13.147,64,7
2827,13.754,64,11
2828,13.92,64,10
2829,35.241,64,9
2830,14.092,64,11
2831,26.066,64,11
2832,17.551,64,12
2833,13.715,64,10
2834,12.006,64,10
2835,26.886,64,9
2836,13.959,64,11
2837,9.558,64,10
2838,18.737,64,9
2839,11.852,64,9
2840,20.505,64,8
2841,13.83,64,9
2842,9.67,64,11
2843,17.159,64,9
2844,23.511,64,9
2845,18.457,64,9
2846,9.408,64,11
2847,17.311,64,12
2848,13.867,64,9
2849,17.152,64,9
2850,29.552,64,7
2851,9.788,64,7
2852,13.809,64,9
2853,12.866,64,8
2854,14.223,64,9
2855,17.157,64,9
2856,13.972,64,10
2857,13.978,64,11
2858,17.132,64,12
2859,25.548,64,11
2860,25.7,64,9
2861,14.095,64,11
2862,25.865,64,10
2863,18.637,64,11
2864,35.301,64,9
2865,11.945,64,5
2866,13.074,64,10
2867,9.561,64,11
2868,25.722,64,10
2869,20.594,64,9
2870,53.036,64,6
2871,18.748,64,8
2872,18.44,64,9
2873,9.184,64,11
2874,25.586,64,7
2875,20.008,64,11
2876,38.168,64,11
2877,18.91,64,11
2878,18.756,64,10
2879,17.605,64,9
2880,27.434,64,9
2881,13.471,64,10
2882,16.977,64,10
2883,13.053,64,4
2884,17.562,64,9
2885,17.349,64,7
2886,18.571,64,10
2887,17.496,64,9
2888,11.992,64,10
2889,17.329,64,9
2890,13.0,64,10
2891,23.809,64,9
2892,9.492,64,8
2893,28.992,64,9
2894,13.837,64,9
2895,13.945,64,8
2896,13.186,64,7
2897,13.017,64,11
2898,18.52,64,9
2899,7.978,64,11
2900,36.803,64,9
2901,19.008,64,11
2902,25.848,64,10
2903,13.859,64,11
2904,35.143,64,10
2905,18.735,64,8
2906,17.014,64,13
2907,24.066,64,9
2908,13.547,64,9
2909,18.59,64,6
2910,12.054,64,11
2911,24.158,64,11
2912,18.512,64,12
2913,36.899,64,12
2914,14.056,64,11
2915,17.452,64,11
2916,18.747,64,9
2917,18.83,64,9
2918,9.063,64,10
2919,16.861,64,12
2920,13.039,64,10
2921,17.459,64,9
2922,13.55,64,5
2923,13.519,64,9
2924,18.625,64,11
2925,12.231,64,14
2926,17.081,64,8
2927,9.446,64,9
2928,14.054,64,10
2929,20.522,64,7
2930,18.519,64,8
2931,37.763,64,7
2932,14.159,64,11
2933,17.514,64,10
2934,18.982,64,8
2935,19.011,64,8
2936,13.613,64,13
2937,17.428,64,10
2938,13.8,64,9
2939,20.476,64,12
2940,12.157,64,9
2941,26.956,64,8
2942,25.845,64,9
2943,13.471,64,9
2944,25.837,64,7
2945,36.623,64,10
2946,17.299,64,11
2947,14.076,64,13
2948,18.644,64,8
2949,17.456,64,12
2950,13.711,64,10
2951,20.464,64,9
2952,27.523,64,9
2953,11.966,64,10
2954,14.161,64,11
2955,16.963,64,8
2956,24.027,64,9
2957,17.168,64,11
2958,20.302,64,7
2959,13.201,64,10
2960,16.857,64,10
2961,9.772,64,9
2962,18.729,64,12
2963,12.153,64,6
2964,20.072,64,11
2965,18.82,64,10
2966,25.59,64,11
2967,13.168,64,10
2968,17.267,64,9
2969,23.943,64,9
2970,9.273,64,7
2971,27.326,64,11
2972,9.809,64,11
2973,17.496,64,10
2974,25.586,64,11
2975,11.964,64,9
2976,16.895,64,10
2977,20.114,64,10
2978,11.85,64,11
2979,18.855,64,12
2980,14.117,64,11
2981,26.005,64,8
2982,14.18,64,10
2983,36.697,64,12
2984,26.144,64,9
2985,17.208,64,12
2986,13.716,64,10
2987,9.767,64,6
2988,13.961,64,10
2989,17.352,64,10
2990,17.001,64,8
2991,27.243,64,12
2992,34.01,64,10
2993,13.649,64,8
2994,12.044,64,6
2995,13.002,64,10
2996,23.597,64,8
2997,17.169,64,9
2998,13.924,64,9
2999,35.284,64,11
3000,11.996,64,8
3001,18.877,64,9
3002,20.288,64,10
3003,25.568,64,10
3004,23.484,64,11
3005,32.906,64,8
3006,18.768,64,11
3007,20.619,64,9
3008,14.001,64,11
3009,12.14,64,10
3010,34.967,64,9
3011,17.324,64,6
3012,17.157,64,11
3013,23.657,64,12
3014,17.589,64,10
3015,23.887,64,9
3016,25.581,64,11
3017,35.019,64,8
3018,18.98,64,8
3019,23.493,64,8
3020,18.57,64,7
3021,14.16,64,9
3022,20.483,64,11
3023,36.997,64,9
3024,19.157,64,12
3025,12.217,64,9
3026,18.976,64,10
3027,14.187,64,10
3028,12.035,64,6
3029,18.683,64,10
3030,12.171,64,10
3031,9.278,64,10
3032,20.194,64,9
3033,12.912,64,4
3034,9.821,64,8
3035,9.043,64,10
3036,18.541,64,9
3037,13.956,64,11
3038,20.188,64,10
3039,17.121,64,10
3040,17.513,64,10
3041,9.398,64,10
3042,13.069,64,4
3043,17.146,64,12
3044,20.447,64,9
3045,26.982,64,8
3046,23.639,64,7
3047,8.042,64,9
3048,17.565,64,7
3049,9.351,64,9
3050,13.967,64,7
3051,23.816,64,10
3052,17.495,64,10
3053,13.928,64,9
3054,20.025,64,13
3055,18.501,64,9
3056,14.139,64,7
3057,20.34,64,10
3058,12.106,64,9
3059,13.877,64,10
3060,9.341,64,10
3061,13.861,64,10
3062,13.976,64,7
3063,19.969,64,10
3064,13.96,64,11
3065,17.565,64,7
3066,18.949,64,12
3067,18.959,64,10
3068,18.795,64,10
3069,11.803,64,11
3070,20.215,64,9
3071,9.172,64,11
3072,13.822,64,10
3073,18.962,64,6
3074,14.238,64,10
3075,18.352,64,7
3076,36.708,64,9
3077,14.225,64,8
3078,13.821,64,10
3079,17.57,64,11
3080,11.811,64,7
3081,12.109,64,11
3082,38.554,64,10
3083,11.839,64,9
3084,19.942,64,11
3085,12.189,64,11
3086,12.948,64,10
3087,17.426,64,8
3088,12.124,64,12
3089,13.004,64,10
3090,17.391,64,7
3091,23.586,64,10
3092,12.172,64,8
3093,13.09,64,10
3094,14.262,64,11
3095,12.933,64,11
3096,9.591,64,6
3097,13.874,64,11
3098,20.287,64,12
3099,20.306,64,7
3100,37.066,64,9
3101,20.458,64,10
3102,17.4,64,7
3103,19.019,64,8
3104,33.366,64,10
3105,17.514,64,11
3106,11.921,64,8
3107,40.561,64,6
3108,36.551,64,11
3109,40.089,64,9
3110,9.809,64,9
3111,18.973,64,7
3112,17.425,64,9
3113,13.908,64,9
3114,20.443,64,11
3115,14.052,64,12
3116,20.004,64,9
3117,20.472,64,12
3118,17.63,64,8
3119,13.627,64,10
3120,26.96,64,8
3121,26.111,64,8
3122,13.822,64,8
3123,36.933,64,12
3124,8.014,64,11
3125,13.075,64,9
3126,12.149,64,10
3127,26.075,64,10
3128,7.581,64,10
3129,18.645,64,8
3130,24.093,64,9
3131,13.209,64,4
3132,13.746,64,12
3133,18.65,64,9
3134,17.562,64,10
3135,9.382,64,11
3136,9.219,64,6
3137,12.99,64,9
3138,13.715,64,12
3139,13.454,64,11
3140,23.562,64,7
3141,12.876,64,11
3142,50.136,64,8
3143,17.317,64,8
3144,20.333,64,8
3145,13.952,64,8
3146,20.546,64,9
3147,27.255,64,8
3148,20.643,64,6
3149,18.596,64,10
3150,13.042,64,11
3151,26.148,64,8
3152,11.951,64,9
3153,37.361,64,10
3154,20.176,64,9
3155,11.872,64,12
3156,16.812,64,10
3157,18.402,64,9
3158,13.691,64,9
3159,12.137,64,9
3160,12.009,64,9
3161,20.273,64,9
3162,29.232,64,11
3163,26.143,64,8
3164,27.419,64,11
3165,17.282,64,11
3166,9.689,64,11
3167,17.591,64,8
3168,13.185,64,11
3169,20.313,64,8
3170,9.792,64,10
3171,17.217,64,10
3172,20.369,64,6
3173,19.047,64,9
3174,13.938,64,11
3175,13.523,64,9
3176,17.38,64,10
3177,8.981,64,8
3178,17.469,64,9
3179,16.998,64,8
3180,40.552,64,9
3181,23.955,64,9
3182,18.602,64,11
3183,9.553,64,7
3184,18.816,64,10
3185,20.251,64,9
3186,27.235,64,9
3187,12.006,64,10
3188,24.118,64,8
3189,12.173,64,10
3190,35.239,64,9
3191,33.292,64,9
3192,9.753,64,11
3193,39.547,64,10
3194,18.532,64,10
3195,11.93,64,11
3196,11.826,64,8
3197,18.544,64,11
3198,13.183,64,9
3199,13.002,64,8
3200,29.422,64,10
3201,18.821,64,11
3202,16.941,64,11
3203,13.692,64,7
3204,13.957,64,7
3205,14.055,64,10
3206,18.992,64,9
3207,17.47,64,6
3208,12.933,64,11
3209,25.83,64,9
3210,9.766,64,4
3211,13.925,64,9
3212,9.8,64,7
3213,7.274,64,10
3214,14.066,64,10
3215,23.933,64,11
3216,13.759,64,9
3217,13.412,64,8
3218,12.006,64,7
3219,16.867,64,8
3220,17.409,64,12
3221,9.726,64,9
3222,17.189,64,8
3223,26.014,64,8
3224,13.819,64,7
3225,17.015,64,11
3226,17.138,64,8
3227,20.252,64,8
3228,13.992,64,9
3229,39.783,64,10
3230,7.936,64,8
3231,13.781,64,6
3232,25.982,64,14
3233,17.558,64,12
3234,23.989,64,7
3235,9.015,64,9
3236,13.682,64,10
3237,20.457,64,11
3238,18.552,64,9
3239,26.16,64,10
3240,20.642,64,10
3241,17.149,64,9
3242,13.912,64,7
3243,13.664,64,10
3244,11.838,64,10
3245,29.266,64,8
3246,13.882,64,9
3247,16.937,64,11
3248,17.138,64,10
3249,12.133,64,11
3250,17.408,64,10
3251,9.318,64,11
3252,7.548,64,4
3253,23.661,64,9
3254,26.941,64,11
3255,16.991,64,10
3256,25.84,64,8
3257,17.29,64,7
3258,18.959,64,7
3259,11.932,64,10
3260,14.054,64,9
3261,13.831,64,12
3262,25.645,64,8
3263,20.273,64,10
3264,18.424,64,11
3265,17.209,64,10
3266,7.587,64,7
3267,12.188,64,7
3268,20.484,64,12
3269,26.959,64,7
3270,12.044,64,11
3271,25.895,64,9
3272,20.509,64,9
3273,14.091,64,11
3274,9.716,64,10
3275,19.042,64,9
3276,25.886,64,10
3277,27.398,64,7
3278,13.454,64,13
3279,12.094,64,8
3280,19.981,64,9
3281,17.462,64,11
3282,14.171,64,11
3283,13.136,64,8
3284,16.995,64,8
3285,17.602,64,10
3286,14.174,64,11
3287,18.641,64,8
3288,9.464,64,10
3289,12.167,64,11
3290,20.43,64,10
3291,9.746,64,11
3292,33.19,64,10
3293,14.159,64,10
3294,23.944,64,8
3295,9.792,64,11
3296,20.272,64,11
3297,20.507,64,10
3298,18.654,64,12
3299,32.861,64,7
3300,17.007,64,10
3301,20.459,64,8
3302,13.198,64,12
3303,18.602,64,9
3304,20.418,64,11
3305,25.631,64,12
3306,27.251,64,9
3307,9.478,64,9
3308,38.12,64,10
3309,13.081,64,9
3310,17.264,64,10
3311,13.993,64,10
3312,26.923,64,8
3313,23.754,64,10
3314,25.846,64,8
3315,8.041,64,9
3316,38.423,64,8
3317,20.079,64,11
3318,20.485,64,12
3319,7.92,64,9
3320,17.303,64,10
3321,14.152,64,8
3322,17.534,64,9
3323,12.996,64,10
3324,12.076,64,9
3325,18.557,64,6
3326,13.607,64,9
3327,16.824,64,11
3328,13.997,64,10
3329,23.767,64,6
3330,14.18,64,9
3331,17.388,64,8
3332,25.784,64,8
3333,17.152,64,8
3334,18.421,64,9
3335,20.521,64,11
3336,23.647,64,11
3337,35.088,64,9
3338,13.837,64,8
3339,17.596,64,9
3340,11.8,64,9
3341,18.765,64,8
3342,23.604,64,11
3343,17.465,64,9
3344,17.588,64,9
3345,24.152,64,7
3346,33.512,64,8
3347,14.059,64,11
3348,53.32,64,12
3349,12.144,64,10
3350,13.971,64,6
3351,27.532,64,11
3352,23.464,64,10
3353,47.344,64,11
3354,12.983,64,11
3355,14.087,64,11
3356,11.8,64,7
3357,12.925,64,9
3358,9.137,64,8
3359,17.147,64,6
3360,26.257,64,8
3361,18.374,64,9
3362,12.031,64,5
3363,20.477,64,11
3364,39.499,64,10
3365,13.767,64,8
3366,18.64,64,7
3367,25.643,64,9
3368,25.552,64,9
3369,14.064,64,9
3370,29.678,64,12
3371,17.214,64,9
3372,16.829,64,10
3373,9.515,64,10
3374,14.224,64,10
3375,9.833,64,9
3376,17.193,64,11
3377,23.859,64,8
3378,17.57,64,11
3379,9.799,64,8
3380,14.1,64,12
3381,26.019,64,10
3382,25.911,64,8
3383,14.286,64,10
3384,23.724,64,10
3385,11.857,64,11
3386,17.409,64,7
3387,13.702,64,8
3388,11.941,64,11
3389,13.021,64,10
3390,18.531,64,9
3391,9.758,64,7
3392,18.554,64,8
3393,13.809,64,12
3394,11.959,64,8
3395,29.328,64,9
